hist_tagname,ign_tagprovider,ign_tagname,ign_fullpath,Imaginary
MTPSVR1.MTPOSP0SAQ01.F_1,Mannheim,MOZ_PLC01/MTPOSP0SAQ01F1,[Mannheim]MOZ_PLC01/MTPOSP0SAQ01F1,1
MTPSVR1.MTPOSP0SAQ01.F_2,Mannheim,MOZ_PLC01/MTPOSP0SAQ01F2,[Mannheim]MOZ_PLC01/MTPOSP0SAQ01F2,1
MTPSVR1.MTPOSP1OZQ01.F_CV,Mannheim,MOZ_PLC01/MTPOSP1OZQ01,[Mannheim]MOZ_PLC01/MTPOSP1OZQ01,1
MTPSVR1.MTPOSP1OZQS1.F_CV,Mannheim,MOZ_PLC01/MTPOSP1OZQS1,[Mannheim]MOZ_PLC01/MTPOSP1OZQS1,1
MTPSVR1.MTPOSP1OZQS2.F_CV,Mannheim,MOZ_PLC01/MTPOSP1OZQS2,[Mannheim]MOZ_PLC01/MTPOSP1OZQS2,1
MTPSVR1.MTPOSP1OZQS3.F_CV,Mannheim,MOZ_PLC01/MTPOSP1OZQS3,[Mannheim]MOZ_PLC01/MTPOSP1OZQS3,1
MTPSVR1.MTPOSP1OZQS4.F_CV,Mannheim,MOZ_PLC01/MTPOSP1OZQS4,[Mannheim]MOZ_PLC01/MTPOSP1OZQS4,1
MTPSVR1.MTPOSP1OZQS5.F_CV,Mannheim,MOZ_PLC01/MTPOSP1OZQS5,[Mannheim]MOZ_PLC01/MTPOSP1OZQS5,1
MTPSVR1.MTPOSP1OZQS6.F_CV,Mannheim,MOZ_PLC01/MTPOSP1OZQS6,[Mannheim]MOZ_PLC01/MTPOSP1OZQS6,1
MTPSVR1.MTPOSP2OZQ01.F_CV,Mannheim,MOZ_PLC01/MTPOSP2OZQ01,[Mannheim]MOZ_PLC01/MTPOSP2OZQ01,1
MTPSVR1.MTPOSP2OZQS1.F_CV,Mannheim,MOZ_PLC01/MTPOSP2OZQS1,[Mannheim]MOZ_PLC01/MTPOSP2OZQS1,1
MTPSVR1.MTPOSP2OZQS2.F_CV,Mannheim,MOZ_PLC01/MTPOSP2OZQS2,[Mannheim]MOZ_PLC01/MTPOSP2OZQS2,1
MTPSVR1.MTPOSP2OZQS3.F_CV,Mannheim,MOZ_PLC01/MTPOSP2OZQS3,[Mannheim]MOZ_PLC01/MTPOSP2OZQS3,1
MTPSVR1.MTPOSP2OZQS4.F_CV,Mannheim,MOZ_PLC01/MTPOSP2OZQS4,[Mannheim]MOZ_PLC01/MTPOSP2OZQS4,1
MTPSVR1.MTPOSP2OZQS5.F_CV,Mannheim,MOZ_PLC01/MTPOSP2OZQS5,[Mannheim]MOZ_PLC01/MTPOSP2OZQS5,1
MTPSVR1.MTPOSP2OZQS6.F_CV,Mannheim,MOZ_PLC01/MTPOSP2OZQS6,[Mannheim]MOZ_PLC01/MTPOSP2OZQS6,1
MTPSVR1.MOZOCT01ON01QVA.F_CV,Mannheim,MOZ_PLC01/OCT01_ON01/QVA,[Mannheim]MOZ_PLC01/OCT01_ON01/QVA,0
MTPSVR1.MOZOCT01ON02QVA.F_CV,Mannheim,MOZ_PLC01/OCT01_ON02/QVA,[Mannheim]MOZ_PLC01/OCT01_ON02/QVA,0
MTPSVR1.MOZOCT02ON01QVA.F_CV,Mannheim,MOZ_PLC01/OCT02_ON01/QVA,[Mannheim]MOZ_PLC01/OCT02_ON01/QVA,0
MTPSVR1.MOZOCT02ON02QVA.F_CV,Mannheim,MOZ_PLC01/OCT02_ON02/QVA,[Mannheim]MOZ_PLC01/OCT02_ON02/QVA,0
MTPSVR1.MOZOZG00FI01QVA.F_CV,Mannheim,MOZ_PLC01/OZG00_FI01/QVA,[Mannheim]MOZ_PLC01/OZG00_FI01/QVA,0
MTPSVR1.MOZOZG00FI02QVA.F_CV,Mannheim,MOZ_PLC01/OZG00_FI02/QVA,[Mannheim]MOZ_PLC01/OZG00_FI02/QVA,0
MTPSVR1.MOZOZG00FI03QVA.F_CV,Mannheim,MOZ_PLC01/OZG00_FI03/QVA,[Mannheim]MOZ_PLC01/OZG00_FI03/QVA,0
MTPSVR1.MOZOZG00FI04QVA.F_CV,Mannheim,MOZ_PLC01/OZG00_FI04/QVA,[Mannheim]MOZ_PLC01/OZG00_FI04/QVA,0
MTPSVR1.MOZOZG00FV01QZI.F_CV,Mannheim,MOZ_PLC01/OZG00_FV01/QZI,[Mannheim]MOZ_PLC01/OZG00_FV01/QZI,0
MTPSVR1.MOZOZG00FV02QZI.F_CV,Mannheim,MOZ_PLC01/OZG00_FV02/QZI,[Mannheim]MOZ_PLC01/OZG00_FV02/QZI,0
MTPSVR1.MOZOZG00FV03QZI.F_CV,Mannheim,MOZ_PLC01/OZG00_FV03/QZI,[Mannheim]MOZ_PLC01/OZG00_FV03/QZI,0
MTPSVR1.MOZOZG00FV04QZI.F_CV,Mannheim,MOZ_PLC01/OZG00_FV04/QZI,[Mannheim]MOZ_PLC01/OZG00_FV04/QZI,0
MTPSVR1.MOZOZG00FV12VSO.F_CV,Mannheim,MOZ_PLC01/OZG00_FV12_VSO,[Mannheim]MOZ_PLC01/OZG00_FV12_VSO,0
MTPSVR1.MOZOZG00FV34VSO.F_CV,Mannheim,MOZ_PLC01/OZG00_FV34_VSO,[Mannheim]MOZ_PLC01/OZG00_FV34_VSO,0
MTPSVR1.MOZPMP01OZ01QRN.F_CV,Mannheim,MOZ_PLC01/PMP01_OZ01/QRN,[Mannheim]MOZ_PLC01/PMP01_OZ01/QRN,0
MTPSVR1.MOZPMP01OZ01QSI.F_CV,Mannheim,MOZ_PLC01/PMP01_OZ01/QSI,[Mannheim]MOZ_PLC01/PMP01_OZ01/QSI,0
MTPSVR1.MOZPMP01OZ02QRN.F_CV,Mannheim,MOZ_PLC01/PMP01_OZ02/QRN,[Mannheim]MOZ_PLC01/PMP01_OZ02/QRN,0
MTPSVR1.MOZPMP01OZ02QSI.F_CV,Mannheim,MOZ_PLC01/PMP01_OZ02/QSI,[Mannheim]MOZ_PLC01/PMP01_OZ02/QSI,0
MTPSVR1.MOZPMP01PI01QVA.F_CV,Mannheim,MOZ_PLC01/PMP01_PI01/QVA,[Mannheim]MOZ_PLC01/PMP01_PI01/QVA,0
MTPSVR1.MOZPMP01PI02QVA.F_CV,Mannheim,MOZ_PLC01/PMP01_PI02/QVA,[Mannheim]MOZ_PLC01/PMP01_PI02/QVA,0
MTPSVR1.MOZPMP02OZ01QRN.F_CV,Mannheim,MOZ_PLC01/PMP02_OZ01/QRN,[Mannheim]MOZ_PLC01/PMP02_OZ01/QRN,0
MTPSVR1.MOZPMP02OZ01QSI.F_CV,Mannheim,MOZ_PLC01/PMP02_OZ01/QSI,[Mannheim]MOZ_PLC01/PMP02_OZ01/QSI,0
MTPSVR1.MOZPMP02OZ02QRN.F_CV,Mannheim,MOZ_PLC01/PMP02_OZ02/QRN,[Mannheim]MOZ_PLC01/PMP02_OZ02/QRN,0
MTPSVR1.MOZPMP02OZ02QSI.F_CV,Mannheim,MOZ_PLC01/PMP02_OZ02/QSI,[Mannheim]MOZ_PLC01/PMP02_OZ02/QSI,0
MTPSVR1.MOZPMP02PI01QVA.F_CV,Mannheim,MOZ_PLC01/PMP02_PI01/QVA,[Mannheim]MOZ_PLC01/PMP02_PI01/QVA,0
MTPSVR1.MOZPMP02PI02QVA.F_CV,Mannheim,MOZ_PLC01/PMP02_PI02/QVA,[Mannheim]MOZ_PLC01/PMP02_PI02/QVA,0
MTPSVR1.MOZPMP03OZ01QRN.F_CV,Mannheim,MOZ_PLC01/PMP03_OZ01/QRN,[Mannheim]MOZ_PLC01/PMP03_OZ01/QRN,0
MTPSVR1.MOZPMP03OZ01QSI.F_CV,Mannheim,MOZ_PLC01/PMP03_OZ01/QSI,[Mannheim]MOZ_PLC01/PMP03_OZ01/QSI,0
MTPSVR1.MOZPMP03OZ02QRN.F_CV,Mannheim,MOZ_PLC01/PMP03_OZ02/QRN,[Mannheim]MOZ_PLC01/PMP03_OZ02/QRN,0
MTPSVR1.MOZPMP03OZ02QSI.F_CV,Mannheim,MOZ_PLC01/PMP03_OZ02/QSI,[Mannheim]MOZ_PLC01/PMP03_OZ02/QSI,0
MTPSVR1.MOZPMP03PI01QVA.F_CV,Mannheim,MOZ_PLC01/PMP03_PI01/QVA,[Mannheim]MOZ_PLC01/PMP03_PI01/QVA,0
MTPSVR1.MOZPMP03PI02QVA.F_CV,Mannheim,MOZ_PLC01/PMP03_PI02/QVA,[Mannheim]MOZ_PLC01/PMP03_PI02/QVA,0
MTPSVR1.MTPEPM010AVMV.F_CV,Mannheim,MTP/MTP_MP01/MP01_A-BVoltage,[Mannheim]MTP/MTP_MP01/MP01_A-BVoltage,0
MTPSVR1.MTPEPM010AVMA.F_CV,Mannheim,MTP/MTP_MP01/MP01_ACurrent,[Mannheim]MTP/MTP_MP01/MP01_ACurrent,0
MTPSVR1.MTPEPM010AVKR.F_CV,Mannheim,MTP/MTP_MP01/MP01_APhasePower,[Mannheim]MTP/MTP_MP01/MP01_APhasePower,0
MTPSVR1.MTPEPM010AVMP.F_CV,Mannheim,MTP/MTP_MP01/MP01_APowerFactor,[Mannheim]MTP/MTP_MP01/MP01_APowerFactor,0
MTPSVR1.MTPEPM0100QPV.F_CV,Mannheim,MTP/MTP_MP01/MP01_ApparentEnergyTotal,[Mannheim]MTP/MTP_MP01/MP01_ApparentEnergyTotal,0
MTPSVR1.MTPEPM0100VPV.F_CV,Mannheim,MTP/MTP_MP01/MP01_ApparentPower,[Mannheim]MTP/MTP_MP01/MP01_ApparentPower,0
MTPSVR1.MTPEPM0100VMA.F_CV,Mannheim,MTP/MTP_MP01/MP01_AvgCurrent,[Mannheim]MTP/MTP_MP01/MP01_AvgCurrent,0
MTPSVR1.MTPEPM0100VMV.F_CV,Mannheim,MTP/MTP_MP01/MP01_AvgVoltage,[Mannheim]MTP/MTP_MP01/MP01_AvgVoltage,0
MTPSVR1.MTPEPM010BVMA.F_CV,Mannheim,MTP/MTP_MP01/MP01_BCurrent,[Mannheim]MTP/MTP_MP01/MP01_BCurrent,0
MTPSVR1.MTPEPM010BVMV.F_CV,Mannheim,MTP/MTP_MP01/MP01_B-CVoltage,[Mannheim]MTP/MTP_MP01/MP01_B-CVoltage,0
MTPSVR1.MTPEPM010BVKR.F_CV,Mannheim,MTP/MTP_MP01/MP01_BPhasePower,[Mannheim]MTP/MTP_MP01/MP01_BPhasePower,0
MTPSVR1.MTPEPM010BVMP.F_CV,Mannheim,MTP/MTP_MP01/MP01_BPowerFactor,[Mannheim]MTP/MTP_MP01/MP01_BPowerFactor,0
MTPSVR1.MTPEPM010CVMV.F_CV,Mannheim,MTP/MTP_MP01/MP01_C-AVoltage,[Mannheim]MTP/MTP_MP01/MP01_C-AVoltage,0
MTPSVR1.MTPEPM010CVMA.F_CV,Mannheim,MTP/MTP_MP01/MP01_CCurrent,[Mannheim]MTP/MTP_MP01/MP01_CCurrent,0
MTPSVR1.MTPEPM010CVKR.F_CV,Mannheim,MTP/MTP_MP01/MP01_CPhasePower,[Mannheim]MTP/MTP_MP01/MP01_CPhasePower,0
MTPSVR1.MTPEPM010CVMP.F_CV,Mannheim,MTP/MTP_MP01/MP01_CPowerFactor,[Mannheim]MTP/MTP_MP01/MP01_CPowerFactor,0
MTPSVR1.MTPEPM010GVMA.F_CV,Mannheim,MTP/MTP_MP01/MP01_GndCurrent,[Mannheim]MTP/MTP_MP01/MP01_GndCurrent,0
MTPSVR1.MTPEPM010GVMV.F_CV,Mannheim,MTP/MTP_MP01/MP01_G-NVoltage,[Mannheim]MTP/MTP_MP01/MP01_G-NVoltage,0
MTPSVR1.MTPEPM010NVMA.F_CV,Mannheim,MTP/MTP_MP01/MP01_NeutralCurrent,[Mannheim]MTP/MTP_MP01/MP01_NeutralCurrent,0
MTPSVR1.MTPEPM010NVMV.F_CV,Mannheim,MTP/MTP_MP01/MP01_Neutral-GndVoltage,[Mannheim]MTP/MTP_MP01/MP01_Neutral-GndVoltage,0
MTPSVR1.MTPEPM0100VVP.F_CV,Mannheim,MTP/MTP_MP01/MP01_ReactivePower,[Mannheim]MTP/MTP_MP01/MP01_ReactivePower,0
MTPSVR1.MTPEPM0100QVP.F_CV,Mannheim,MTP/MTP_MP01/MP01_ReactivePowerTotal,[Mannheim]MTP/MTP_MP01/MP01_ReactivePowerTotal,0
MTPSVR1.MTPEPM0100VKR.F_CV,Mannheim,MTP/MTP_MP01/MP01_RealPower,[Mannheim]MTP/MTP_MP01/MP01_RealPower,0
MTPSVR1.MTPEPM0100QKC.F_CV,Mannheim,MTP/MTP_MP01/MP01_RealPowerTotalizer,[Mannheim]MTP/MTP_MP01/MP01_RealPowerTotalizer,0
MTPSVR1.MTPEPM0100VMP.F_CV,Mannheim,MTP/MTP_MP01/MP01_TruePowerFactor,[Mannheim]MTP/MTP_MP01/MP01_TruePowerFactor,0
MTPSVR1.MTPEPM020AVMV.F_CV,Mannheim,MTP/MTP_MP02/MP02_A-BVoltage,[Mannheim]MTP/MTP_MP02/MP02_A-BVoltage,0
MTPSVR1.MTPEPM020AVMA.F_CV,Mannheim,MTP/MTP_MP02/MP02_ACurrent,[Mannheim]MTP/MTP_MP02/MP02_ACurrent,0
MTPSVR1.MTPEPM020AVKR.F_CV,Mannheim,MTP/MTP_MP02/MP02_APhasePower,[Mannheim]MTP/MTP_MP02/MP02_APhasePower,0
MTPSVR1.MTPEPM020AVMP.F_CV,Mannheim,MTP/MTP_MP02/MP02_APowerFactor,[Mannheim]MTP/MTP_MP02/MP02_APowerFactor,0
MTPSVR1.MTPEPM0200QPV.F_CV,Mannheim,MTP/MTP_MP02/MP02_ApparentEnergyTotal,[Mannheim]MTP/MTP_MP02/MP02_ApparentEnergyTotal,0
MTPSVR1.MTPEPM0200VPV.F_CV,Mannheim,MTP/MTP_MP02/MP02_ApparentPower,[Mannheim]MTP/MTP_MP02/MP02_ApparentPower,0
MTPSVR1.MTPEPM0200VMA.F_CV,Mannheim,MTP/MTP_MP02/MP02_AvgCurrent,[Mannheim]MTP/MTP_MP02/MP02_AvgCurrent,0
MTPSVR1.MTPEPM0200VMV.F_CV,Mannheim,MTP/MTP_MP02/MP02_AvgVoltage,[Mannheim]MTP/MTP_MP02/MP02_AvgVoltage,0
MTPSVR1.MTPEPM020BVMA.F_CV,Mannheim,MTP/MTP_MP02/MP02_BCurrent,[Mannheim]MTP/MTP_MP02/MP02_BCurrent,0
MTPSVR1.MTPEPM020BVMV.F_CV,Mannheim,MTP/MTP_MP02/MP02_B-CVoltage,[Mannheim]MTP/MTP_MP02/MP02_B-CVoltage,0
MTPSVR1.MTPEPM020BVKR.F_CV,Mannheim,MTP/MTP_MP02/MP02_BPhasePower,[Mannheim]MTP/MTP_MP02/MP02_BPhasePower,0
MTPSVR1.MTPEPM020BVMP.F_CV,Mannheim,MTP/MTP_MP02/MP02_BPowerFactor,[Mannheim]MTP/MTP_MP02/MP02_BPowerFactor,0
MTPSVR1.MTPEPM020CVMV.F_CV,Mannheim,MTP/MTP_MP02/MP02_C-AVoltage,[Mannheim]MTP/MTP_MP02/MP02_C-AVoltage,0
MTPSVR1.MTPEPM020CVMA.F_CV,Mannheim,MTP/MTP_MP02/MP02_CCurrent,[Mannheim]MTP/MTP_MP02/MP02_CCurrent,0
MTPSVR1.MTPEPM020CVKR.F_CV,Mannheim,MTP/MTP_MP02/MP02_CPhasePower,[Mannheim]MTP/MTP_MP02/MP02_CPhasePower,0
MTPSVR1.MTPEPM020CVMP.F_CV,Mannheim,MTP/MTP_MP02/MP02_CPowerFactor,[Mannheim]MTP/MTP_MP02/MP02_CPowerFactor,0
MTPSVR1.MTPEPM020GVMA.F_CV,Mannheim,MTP/MTP_MP02/MP02_GndCurrent,[Mannheim]MTP/MTP_MP02/MP02_GndCurrent,0
MTPSVR1.MTPEPM020GVMV.F_CV,Mannheim,MTP/MTP_MP02/MP02_G-NVoltage,[Mannheim]MTP/MTP_MP02/MP02_G-NVoltage,0
MTPSVR1.MTPEPM020NVMA.F_CV,Mannheim,MTP/MTP_MP02/MP02_NeutralCurrent,[Mannheim]MTP/MTP_MP02/MP02_NeutralCurrent,0
MTPSVR1.MTPEPM020NVMV.F_CV,Mannheim,MTP/MTP_MP02/MP02_Neutral-GndVoltage,[Mannheim]MTP/MTP_MP02/MP02_Neutral-GndVoltage,0
MTPSVR1.MTPEPM0200VVP.F_CV,Mannheim,MTP/MTP_MP02/MP02_ReactivePower,[Mannheim]MTP/MTP_MP02/MP02_ReactivePower,0
MTPSVR1.MTPEPM0200QVP.F_CV,Mannheim,MTP/MTP_MP02/MP02_ReactivePowerTotal,[Mannheim]MTP/MTP_MP02/MP02_ReactivePowerTotal,0
MTPSVR1.MTPEPM0200VKR.F_CV,Mannheim,MTP/MTP_MP02/MP02_RealPower,[Mannheim]MTP/MTP_MP02/MP02_RealPower,0
MTPSVR1.MTPEPM0200QKC.F_CV,Mannheim,MTP/MTP_MP02/MP02_RealPowerTotalizer,[Mannheim]MTP/MTP_MP02/MP02_RealPowerTotalizer,0
MTPSVR1.MTPEPM0200VMP.F_CV,Mannheim,MTP/MTP_MP02/MP02_TruePowerFactor,[Mannheim]MTP/MTP_MP02/MP02_TruePowerFactor,0
MTPSVR1.MTPBLE010000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_0000/QRN,[Mannheim]MTP/MTP_PLCBL/BLE01_0000/QRN,0
MTPSVR1.MTPBLE01CV01QZI.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_CV01/QZI,[Mannheim]MTP/MTP_PLCBL/BLE01_CV01/QZI,0
MTPSVR1.MTPBLE01FI01QFL.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_FI01/QFL,[Mannheim]MTP/MTP_PLCBL/BLE01_FI01/QFL,0
MTPSVR1.MTPBLE01FI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_FI01/QVA,[Mannheim]MTP/MTP_PLCBL/BLE01_FI01/QVA,0
MTPSVR1.MTPBLE01FI01QYF.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_FI01/QYF,[Mannheim]MTP/MTP_PLCBL/BLE01_FI01/QYF,0
MTPSVR1.MTPBLE01FI01R01.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_FI01_R01,[Mannheim]MTP/MTP_PLCBL/BLE01_FI01_R01,0
MTPSVR1.MTPBLE01FI01R02.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_FI01_R02,[Mannheim]MTP/MTP_PLCBL/BLE01_FI01_R02,0
MTPSVR1.MTPBLE01FI01R05.F_CV,Mannheim,MTP/MTP_PLCBL/BLE01_FI01_R05,[Mannheim]MTP/MTP_PLCBL/BLE01_FI01_R05,0
MTPSVR1.MTPBLE020000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_0000/QRN,[Mannheim]MTP/MTP_PLCBL/BLE02_0000/QRN,0
MTPSVR1.MTPBLE02CV01QZI.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_CV01/QZI,[Mannheim]MTP/MTP_PLCBL/BLE02_CV01/QZI,0
MTPSVR1.MTPBLE02FI01QFL.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_FI01/QFL,[Mannheim]MTP/MTP_PLCBL/BLE02_FI01/QFL,0
MTPSVR1.MTPBLE02FI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_FI01/QVA,[Mannheim]MTP/MTP_PLCBL/BLE02_FI01/QVA,0
MTPSVR1.MTPBLE02FI01QYF.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_FI01/QYF,[Mannheim]MTP/MTP_PLCBL/BLE02_FI01/QYF,0
MTPSVR1.MTPBLE02FI01R01.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_FI01_R01,[Mannheim]MTP/MTP_PLCBL/BLE02_FI01_R01,0
MTPSVR1.MTPBLE02FI01R02.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_FI01_R02,[Mannheim]MTP/MTP_PLCBL/BLE02_FI01_R02,0
MTPSVR1.MTPBLE02FI01R05.F_CV,Mannheim,MTP/MTP_PLCBL/BLE02_FI01_R05,[Mannheim]MTP/MTP_PLCBL/BLE02_FI01_R05,0
MTPSVR1.MTPBLE0XFI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/BLE0X_FI01/QVA,[Mannheim]MTP/MTP_PLCBL/BLE0X_FI01/QVA,0
MTPSVR1.MTPCMP010000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/CMP01_0000/QRN,[Mannheim]MTP/MTP_PLCBL/CMP01_0000/QRN,0
MTPSVR1.MTPCMP010000QSI.F_CV,Mannheim,MTP/MTP_PLCBL/CMP01_0000/QSI,[Mannheim]MTP/MTP_PLCBL/CMP01_0000/QSI,0
MTPSVR1.MTPCMP020000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/CMP02_0000/QRN,[Mannheim]MTP/MTP_PLCBL/CMP02_0000/QRN,0
MTPSVR1.MTPCMP020000QSI.F_CV,Mannheim,MTP/MTP_PLCBL/CMP02_0000/QSI,[Mannheim]MTP/MTP_PLCBL/CMP02_0000/QSI,0
MTPSVR1.MTPCMP030000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/CMP03_0000/QRN,[Mannheim]MTP/MTP_PLCBL/CMP03_0000/QRN,0
MTPSVR1.MTPCMP030000QSI.F_CV,Mannheim,MTP/MTP_PLCBL/CMP03_0000/QSI,[Mannheim]MTP/MTP_PLCBL/CMP03_0000/QSI,0
MTPSVR1.MTPCMP040000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/CMP04_0000/QRN,[Mannheim]MTP/MTP_PLCBL/CMP04_0000/QRN,0
MTPSVR1.MTPCMP040000QSI.F_CV,Mannheim,MTP/MTP_PLCBL/CMP04_0000/QSI,[Mannheim]MTP/MTP_PLCBL/CMP04_0000/QSI,0
MTPSVR1.MTPCMT01LI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/CMT01_LI01/QVA,[Mannheim]MTP/MTP_PLCBL/CMT01_LI01/QVA,0
MTPSVR1.MTPCMT02LI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/CMT02_LI01/QVA,[Mannheim]MTP/MTP_PLCBL/CMT02_LI01/QVA,0
MTPSVR1.MTPFL012LI01V01.F_CV,Mannheim,MTP/MTP_PLCBL/FL012_LI01_V01,[Mannheim]MTP/MTP_PLCBL/FL012_LI01_V01,0
MTPSVR1.MTPFL034LI01V01.F_CV,Mannheim,MTP/MTP_PLCBL/FL034_LI01_V01,[Mannheim]MTP/MTP_PLCBL/FL034_LI01_V01,0
MTPSVR1.MTPJET010000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/JET01_0000/QRN,[Mannheim]MTP/MTP_PLCBL/JET01_0000/QRN,0
MTPSVR1.MTPJET01FI01QFL.F_CV,Mannheim,MTP/MTP_PLCBL/JET01_FI01/QFL,[Mannheim]MTP/MTP_PLCBL/JET01_FI01/QFL,0
MTPSVR1.MTPJET01FI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/JET01_FI01/QVA,[Mannheim]MTP/MTP_PLCBL/JET01_FI01/QVA,0
MTPSVR1.MTPJET01FI01QYF.F_CV,Mannheim,MTP/MTP_PLCBL/JET01_FI01/QYF,[Mannheim]MTP/MTP_PLCBL/JET01_FI01/QYF,0
MTPSVR1.MTPJET020000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/JET02_0000/QRN,[Mannheim]MTP/MTP_PLCBL/JET02_0000/QRN,0
MTPSVR1.MTPJET02FI01QFL.F_CV,Mannheim,MTP/MTP_PLCBL/JET02_FI01/QFL,[Mannheim]MTP/MTP_PLCBL/JET02_FI01/QFL,0
MTPSVR1.MTPJET02FI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/JET02_FI01/QVA,[Mannheim]MTP/MTP_PLCBL/JET02_FI01/QVA,0
MTPSVR1.MTPJET02FI01QYF.F_CV,Mannheim,MTP/MTP_PLCBL/JET02_FI01/QYF,[Mannheim]MTP/MTP_PLCBL/JET02_FI01/QYF,0
MTPSVR1.MTPJET1FIQ01.F_CV,Mannheim,MTP/MTP_PLCBL/MTPJET1FIQ01,[Mannheim]MTP/MTP_PLCBL/MTPJET1FIQ01,1
MTPSVR1.MTPPAL0SPRDS.F_CV,Mannheim,MTP/MTP_PLCBL/MTPPAL0SPRDS,[Mannheim]MTP/MTP_PLCBL/MTPPAL0SPRDS,1
MTPSVR1.MTPPAL1SPRDS.F_CV,Mannheim,MTP/MTP_PLCBL/MTPPAL1SPRDS,[Mannheim]MTP/MTP_PLCBL/MTPPAL1SPRDS,1
MTPSVR1.MTPPAL2SPRDS.F_CV,Mannheim,MTP/MTP_PLCBL/MTPPAL2SPRDS,[Mannheim]MTP/MTP_PLCBL/MTPPAL2SPRDS,1
MTPSVR1.MTPPAP100QZI.F_CV,Mannheim,MTP/MTP_PLCBL/MTPPAP100QZI,[Mannheim]MTP/MTP_PLCBL/MTPPAP100QZI,1
MTPSVR1.MTPPAP200QZI.F_CV,Mannheim,MTP/MTP_PLCBL/MTPPAP200QZI,[Mannheim]MTP/MTP_PLCBL/MTPPAP200QZI,1
MTPSVR1.MTPPAP300QZI.F_CV,Mannheim,MTP/MTP_PLCBL/MTPPAP300QZI,[Mannheim]MTP/MTP_PLCBL/MTPPAP300QZI,1
MTPSVR1.MTPPAT0LIQ01.F_CV,Mannheim,MTP/MTP_PLCBL/MTPPAT0LIQ01,[Mannheim]MTP/MTP_PLCBL/MTPPAT0LIQ01,1
MTPSVR1.MTPRSP1AEQ01.F_CV,Mannheim,MTP/MTP_PLCBL/MTPRSP1AEQ01,[Mannheim]MTP/MTP_PLCBL/MTPRSP1AEQ01,1
MTPSVR1.MTPRSP2AIQ01.F_CV,Mannheim,MTP/MTP_PLCBL/MTPRSP2AIQ01,[Mannheim]MTP/MTP_PLCBL/MTPRSP2AIQ01,1
MTPSVR1.MTPRSP3AIQ01.F_CV,Mannheim,MTP/MTP_PLCBL/MTPRSP3AIQ01,[Mannheim]MTP/MTP_PLCBL/MTPRSP3AIQ01,1
MTPSVR1.MTPOZD110000QVA.F_CV,Mannheim,MTP/MTP_PLCBL/OZD11_0000/QVA,[Mannheim]MTP/MTP_PLCBL/OZD11_0000/QVA,0
MTPSVR1.MTPPAL010000QRN.F_CV,Mannheim,MTP/MTP_PLCBL/PAL01_0000/QRN,[Mannheim]MTP/MTP_PLCBL/PAL01_0000/QRN,0
MTPSVR1.MTPPAL010000QSI.F_CV,Mannheim,MTP/MTP_PLCBL/PAL01_0000/QSI,[Mannheim]MTP/MTP_PLCBL/PAL01_0000/QSI,0
MTPSVR1.MTPPAL01FI01QFL.F_CV,Mannheim,MTP/MTP_PLCBL/PAL01_FI01/QFL,[Mannheim]MTP/MTP_PLCBL/PAL01_FI01/QFL,0
MTPSVR1.MTPPAL01FI01QVA.F_CV,Mannheim,MTP/MTP_PLCBL/PAL01_FI01/QVA,[Mannheim]MTP/MTP_PLCBL/PAL01_FI01/QVA,0
MTPSVR1.MTPPAL01FI01QYF.F_CV,Mannheim,MTP/MTP_PLCBL/PAL01_FI01/QYF,[Mannheim]MTP/MTP_PLCBL/PAL01_FI01/QYF,0
MTPSVR1.MTPPAL01FI01QSO.F_CV,Mannheim,MTP/MTP_PLCBL/PAL01_FI01_QSO,[Mannheim]MTP/MTP_PLCBL/PAL01_FI01_QSO,0
MTPSVR1.MTPPAL01FI01VSO.F_CV,Mannheim,MTP/MTP_PLCBL/PAL01_FI01_VSO,[Mannheim]MTP/MTP_PLCBL/PAL01_FI01_VSO,0
